
Extracurricular 跑步 个人活动 2023 2 21 6:00 每天 线下 操场北门
Extracurricular 读书 个人活动 2023 5 30 19:00 单次 线下 教二西门
Extracurricular 家教 个人活动 2023 5 31 17:00 单次 线上 www.bupt.edu.cn
Extracurricular 聚餐 集体活动 2023 5 31 18:00 单次 线下 风味食堂
Extracurricular 练习口语 个人活动 2023 6 1 7:00 单次 线下 图书馆
Extracurricular 自习 个人活动 2023 6 1 18:00 单次 线下 教二西门
Extracurricular 听讲座 集体活动 2023 6 1 19:00 单次 线下 科学会堂
Extracurricular 邮局志愿 个人活动 2023 6 2 7:00 单次 线下 邮局
Extracurricular 实习 个人活动 2023 6 3 8:00 单次 线下 科研楼
Extracurricular 学术汇报 个人活动 2023 6 3 9:00 单次 线下 经管楼
Extracurricular 看电影 个人活动 2023 6 3 10:00 单次 线下 学生活动中心西门
Extracurricular 自习 个人活动 2023 6 3 11:00 单次 线下 图书馆
Extracurricular 读书 个人活动 2023 6 3 14:00 单次 线下 教三东门
Extracurricular 沙龙 集体活动 2023 6 3 15:00 单次 线下 教三东门
Extracurricular 美育 集体活动 2023 6 4 9:00 单次 线下 科学会堂
Extracurricular 军训 集体活动 2023 6 4 14:00 单次 线下 操场西门
Extracurricular 团体操 个人活动 2023 6 4 15:00 单次 线下 学生活动中心西门
Extracurricular 轮滑 集体活动 2023 6 4 16:00 单次 线下 体育馆西门
Extracurricular 自习 个人活动 2023 6 4 17:00 单次 线下 图书馆
Extracurricular 练习口语 个人活动 2023 6 5 7:00 单次 线下 图书馆
Extracurricular 自习 个人活动 2023 6 5 16:00 单次 线下 图书馆
Extracurricular 游泳 个人活动 2023 6 5 17:00 单次 线下 游泳馆
Extracurricular 英语听力 个人活动 2023 6 6 7:00 单次 线下 学生发展中心
Extracurricular 读书 个人活动 2023 6 6 16:00 单次 线下 图书馆
Extracurricular 班会 集体活动 2023 6 6 17:00 单次 线下 教三北门
Extracurricular 自习 个人活动 2023 6 6 18:00 单次 线下 教三西门
Extracurricular 读书 个人活动 2023 6 6 19:00 单次 线下 教二西门
Extracurricular 家教 个人活动 2023 6 7 17:00 单次 线上 www.bupt.edu.cn
Extracurricular 聚餐 集体活动 2023 6 7 18:00 单次 线下 风味食堂
Extracurricular 练习口语 个人活动 2023 6 8 7:00 单次 线下 图书馆
Extracurricular 自习 个人活动 2023 6 8 18:00 单次 线下 教二西门
Extracurricular 听讲座 集体活动 2023 6 8 19:00 单次 线下 科学会堂
Extracurricular 邮局志愿 个人活动 2023 6 9 7:00 单次 线下 邮局
Extracurricular 实习 个人活动 2023 6 10 8:00 单次 线下 科研楼
Extracurricular 学术汇报 个人活动 2023 6 10 9:00 单次 线下 经管楼
Extracurricular 看电影 个人活动 2023 6 10 10:00 单次 线下 学生活动中心西门
Extracurricular 自习 个人活动 2023 6 10 11:00 单次 线下 图书馆
Extracurricular 读书 个人活动 2023 6 10 14:00 单次 线下 教三东门
Extracurricular 沙龙 集体活动 2023 6 10 15:00 单次 线下 教三东门
Extracurricular 美育 集体活动 2023 6 11 9:00 单次 线下 科学会堂
Extracurricular 军训 集体活动 2023 6 11 14:00 单次 线下 操场西门
Extracurricular 团体操 个人活动 2023 6 11 15:00 单次 线下 学生活动中心西门
Extracurricular 轮滑 集体活动 2023 6 11 16:00 单次 线下 体育馆西门
Extracurricular 自习 个人活动 2023 6 11 17:00 单次 线下 图书馆
